Property_type,Property_city,Property_location,Bedrooms,Bathrooms,Parking_space,property_price_(per_month)
Apartment,Pretoria,"Nieuw Muckleneuk",1,1,2,6500
Apartment,Pretoria,"Olympus Heights Estate",2,1,2,8000
Town-house,Pretoria,"Olympus AH",2,2,2,14000
Town-house,Pretoria,"Olympus AH",2,2,2,14000
House,Pretoria,"Savannah Country Estate",6,7,3,39000
Town-house,Pretoria,Equestria,2,2,2,13500
Town-house,Pretoria,"Olympus AH",2,2,2,16000
Town-house,Pretoria,"Olympus AH",2,2,2,16000
Town-house,Pretoria,"Olympus AH",3,2,3,17500
Town-house,Pretoria,"Olympus AH",3,3,2,19000
Town-house,Pretoria,"Olympus AH",3,2,3,17500
Town-house,Pretoria,"Olympus AH",3,2,3,17500
Town-house,Pretoria,"Olympus AH",3,2,3,17500
House,Pretoria,Waterkloof,3,2,2,35000
Apartment,Pretoria,Brooklyn,1,1,1,10489
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,2,12500
Apartment,Pretoria,Sunnyside,2,1,1,6300
Apartment,Pretoria,"Waterkloof Ridge",2,2,1,11800
Apartment,Pretoria,Lynnwood,2,1,1,8750
Town-house,Pretoria,"Olympus AH",3,2,3,17500
Apartment,Pretoria,"Pretoria North",2,1,1,5900
Apartment,Pretoria,Montana,1,1,1,5400
Apartment,Pretoria,Montana,2,1,2,8400
Apartment,Pretoria,"Greencreek Lifestyle Estate",2,2,2,9000
Town-house,Pretoria,"Constantia Park",3,3,2,30000
House,Pretoria,"Sable Hills",3,2,4,19000
Apartment,Pretoria,Montana,1,1,1,5400
Apartment,Pretoria,"Waterkloof Ridge",2,1,2,17000
House,Pretoria,Muckleneuk,4,4,2,36000
Apartment,Pretoria,"Faerie Glen",2,2,1,9350
House,Pretoria,Waterkloof,4,3,2,37000
Town-house,Pretoria,Rietvalleirand,2,1,2,6990
Apartment,Pretoria,Hatfield,2,1,2,9500
Apartment,Pretoria,Lynnwood,2,1,1,12000
Town-house,Pretoria,Equestria,3,2,3,17300
Apartment,Pretoria,Hatfield,2,2,1,10400
Apartment,Pretoria,Arcadia,2,1,1,2903
Apartment,Pretoria,"Menlo Park",3,2,1,14400
Apartment,Pretoria,Hazeldean,3,2,2,10500
Town-house,Pretoria,"Constantia Park",2,3,1,30000
Apartment,Pretoria,Hazeldean,2,1,2,9250
Apartment,Pretoria,"Menlo Park",3,2,2,14000
Town-house,Pretoria,Menlyn,3,2,2,17500
Apartment,Pretoria,Mooikloof,2,2,2,9800
House,Pretoria,"Faerie Glen",2,1,4,13800
Town-house,Pretoria,"Faerie Glen",2,1,1,8570
Town-house,Pretoria,"Olympus AH",2,2,2,14000
Town-house,Pretoria,"Olympus AH",2,2,2,14000
House,Pretoria,Garsfontein,5,3,6,25000
House,Pretoria,"Monument Park",3,3,4,18500
Town-house,Pretoria,"Moreleta Park",3,2,2,12500
Apartment,Pretoria,"Greencreek Lifestyle Estate",2,2,2,9000
Town-house,Pretoria,"Olympus AH",2,2,2,16000
Town-house,Pretoria,"Olympus AH",2,2,2,16000
Apartment,Pretoria,Hatfield,1,1,1,6300
Apartment,Pretoria,"Montana Tuine",2,1,2,6500
House,Pretoria,"Olympus AH",3,3,2,25000
Apartment,Pretoria,Roodeplaat,2,1,2,8560
Apartment,Pretoria,Montana,2,1,1,7900
Apartment,Pretoria,Waterkloof,2,2,2,15000
Apartment,Pretoria,Hatfield,1,1,2,6300
Apartment,Pretoria,"Philip Nel Park",2,1,1,6650
Apartment,Pretoria,Rietfontein,3,2,2,8500
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,2,16000
Apartment,Pretoria,Hazeldean,2,2,1,8800
House,Pretoria,Garsfontein,3,2,1,14495
Apartment,Pretoria,"Pretoria North",1,1,1,3450
Apartment,Pretoria,"Mooikloof Glen",1,1,2,8000
Town-house,Pretoria,"Montana Park",2,1,2,7650
House,Pretoria,Andeon,3,2,1,12000
Apartment,Pretoria,"Pretoria North",1,1,1,3950
Apartment,Pretoria,Wolmer,2,1,2,7200
Apartment,Pretoria,"Six Fountains",2,2,2,12000
Apartment,Pretoria,Montana,2,2,2,8600
Apartment,Pretoria,"Montana Park",2,1,2,8400
House,Pretoria,Andeon,3,2,2,9250
Apartment,Pretoria,Montana,2,2,2,8600
House,Pretoria,"Menlo Park",3,4,4,25000
House,Pretoria,Elarduspark,5,5,2,45000
Apartment,Pretoria,"Country View Estate",2,1,4,10400
House,Pretoria,"Faerie Glen",3,3,2,24500
Apartment,Pretoria,Hatfield,2,2,1,10200
Town-house,Pretoria,Equestria,3,2,3,14980
Apartment,Pretoria,Lynnwood,2,2,2,20000
Apartment,Pretoria,"Olympus AH",2,1,1,7800
Apartment,Pretoria,"Waterkloof Ridge",2,2,2,11700
Apartment,Pretoria,"Olympus AH",2,1,1,9420
Apartment,Pretoria,Hatfield,2,2,2,10500
House,Pretoria,Montana,3,2,4,16530
Apartment,Pretoria,"Menlo Park",2,3,2,14000
House,Pretoria,Montana,5,4,4,30000
Apartment,Pretoria,Brooklyn,2,2,1,14000
Town-house,Pretoria,"Olympus AH",2,2,1,16000
Apartment,Pretoria,"Philip Nel Park",2,1,1,5780
Apartment,Pretoria,Hatfield,2,1,1,8000
Apartment,Pretoria,Hatfield,1,1,1,8850
House,Pretoria,Waterkloof,6,6,4,70000
Apartment,Pretoria,Sinoville,3,2,1,7250
Apartment,Pretoria,Hatfield,2,1,1,9000
House,Pretoria,Montana,5,4,4,30000
Town-house,Pretoria,Garsfontein,3,2,1,12500
Apartment,Pretoria,Magalieskruin,2,2,1,8000
Apartment,Pretoria,"Wonderboom South",2,1,1,5245
Apartment,Pretoria,Gezina,1,1,1,4810
House,Pretoria,"Capital Park",4,1,1,12500
Apartment,Pretoria,Annlin,1,1,1,6150
Apartment,Pretoria,"Olympus AH",1,1,1,9370
Apartment,Pretoria,Moregloed,2,1,1,8000
Apartment,Pretoria,"Waterkloof Ridge",1,1,1,13000
Apartment,Pretoria,Hatfield,2,1,2,7500
House,Pretoria,Garsfontein,3,2,2,16200
Apartment,Pretoria,"Pretoria Central",1,1,2,5950
Apartment,Pretoria,Mayville,2,1,1,5900
Apartment,Pretoria,"Olympus AH",1,1,2,9900
House,Pretoria,Muckleneuk,2,2,4,25000
Apartment,Pretoria,Annlin,3,3,1,6150
Apartment,Pretoria,"Philip Nel Park",1,1,1,3700
House,Pretoria,Silverton,1,1,2,9900
House,Pretoria,Danville,2,1,2,11000
Apartment,Pretoria,Wolmer,3,2,1,6800
Apartment,Pretoria,Roodeplaat,2,1,1,4500
Apartment,Pretoria,Montana,1,1,1,5000
House,Pretoria,Waterkloof,6,5,5,65000
House,Pretoria,Rietfontein,1,1,1,5500
Apartment,Pretoria,Sunnyside,3,2,3,2800
House,Pretoria,"Waterlake Farm Lifestyle Estate",3,2,1,22000
Apartment,Pretoria,Brooklyn,2,2,2,12000
Apartment,Pretoria,Waverley,2,2,1,11000
House,Pretoria,"Mahube Valley",2,1,1,5500
Apartment,Pretoria,Sunnyside,1,1,1,3003
Apartment,Pretoria,"Pretoria North",1,1,2,5100
Apartment,Pretoria,"Pretoria North",1,1,2,5900
Apartment,Pretoria,Hillcrest,4,1,1,6200
House,Pretoria,"Willow Acres",2,4,2,25000
Apartment,Pretoria,Annlin,1,1,2,7400
Apartment,Pretoria,Mooikloof,2,1,1,7500
Apartment,Pretoria,Equestria,3,1,2,10500
Town-house,Pretoria,"Die Wilgers",3,2,1,10600
House,Pretoria,Elarduspark,3,3,1,25000
House,Pretoria,"Willow Park Manor",2,3,2,13000
House,Pretoria,"Faerie Glen",4,3,4,29000
House,Pretoria,Erasmuskloof,3,3,1,25000
Town-house,Pretoria,"Olympus AH",3,3,2,19000
Town-house,Pretoria,"Olympus AH",3,3,2,19000
Apartment,Pretoria,Brooklyn,3,3,2,17000
Apartment,Pretoria,"Greencreek Lifestyle Estate",3,2,2,10500
Apartment,Pretoria,Lynnwood,1,1,2,10000
Town-house,Pretoria,"La Montagne",2,1,1,10500
Apartment,Pretoria,Montana,2,1,1,9500
House,Pretoria,Erasmuskloof,3,3,2,25000
Apartment,Pretoria,Montana,2,1,2,7900
Apartment,Pretoria,Montana,2,2,1,8900
Apartment,Pretoria,Brooklyn,2,2,2,12000
House,Pretoria,Wonderboom,3,2,1,14200
Apartment,Pretoria,"Olympus AH",2,1,1,8525
Apartment,Pretoria,Hillcrest,3,2,2,13500
House,Pretoria,"Lotus Gardens",2,1,2,6800
Apartment,Pretoria,"West Park",2,1,1,6200
Apartment,Pretoria,"Monument Park",1,1,1,10000
Apartment,Pretoria,"Baileys Muckleneuk",2,2,1,16500
Town-house,Pretoria,"Monument Park",3,2,1,15500
Apartment,Pretoria,Waverley,3,1,1,13800
House,Pretoria,"The Wilds",5,3,8,39520
Apartment,Pretoria,Montana,2,2,1,10500
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8500
Apartment,Pretoria,Equestria,1,1,1,8900
Town-house,Pretoria,Magalieskruin,3,3,1,11000
Apartment,Pretoria,"Mooikloof Manor",2,2,1,9000
Apartment,Pretoria,"Pretoria North",2,1,1,6100
House,Pretoria,Waterkloof,4,3,2,40000
Apartment,Pretoria,"Waterkloof Ridge",2,2,2,10000
House,Pretoria,"Lynnwood Glen",4,3,4,16000
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8050
Apartment,Pretoria,Sunnyside,2,1,2,5950
Apartment,Pretoria,"Montana Tuine",2,1,1,6800
House,Pretoria,"Sable Hills",4,3,2,29500
House,Pretoria,"Waterlake Farm Lifestyle Estate",3,2,2,22000
Town-house,Pretoria,"The Wilds",3,2,2,17500
House,Pretoria,"The Wilds",5,3,8,39520
House,Pretoria,Magalieskruin,7,4,6,21000
Town-house,Pretoria,Brooklyn,2,2,4,16950
Town-house,Pretoria,Deerness,3,2,2,11300
Apartment,Pretoria,"Menlo Park",1,1,1,13990
Town-house,Pretoria,"Faerie Glen",3,2,2,13400
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,2,15000
House,Pretoria,"Waterkloof Heights",4,4,4,55000
House,Pretoria,"Waterkloof Ridge",2,2,2,13500
Apartment,Pretoria,Hatfield,2,1,1,10500
Town-house,Pretoria,"Faerie Glen",3,2,2,13400
Apartment,Pretoria,"Erasmus Park",1,1,1,8100
Apartment,Pretoria,"Nieuw Muckleneuk",2,2,1,10500
Apartment,Pretoria,Hatfield,2,1,2,10500
Apartment,Pretoria,"Lynnwood Ridge",1,1,1,7100
Town-house,Pretoria,Roodeplaat,4,3,1,10000
House,Pretoria,"Olympus AH",3,3,4,16500
Apartment,Pretoria,Hillcrest,1,1,1,9500
Apartment,Pretoria,"Andeon AH",1,1,1,5100
House,Pretoria,"Waterkloof Glen",3,3,4,19000
Apartment,Pretoria,Queenswood,2,1,2,7150
Apartment,Pretoria,"Andeon AH",2,1,1,7910
Apartment,Pretoria,"Baileys Muckleneuk",1,1,1,7600
Apartment,Pretoria,Waterkloof,1,1,1,11000
Apartment,Pretoria,Montana,2,1,2,7200
Apartment,Pretoria,Hatfield,2,2,1,9000
Town-house,Pretoria,Equestria,2,2,2,10660
House,Pretoria,Brooklyn,3,2,2,25500
Apartment,Pretoria,"La Montagne",1,1,1,5330
Town-house,Pretoria,"Lynnwood Manor",3,3,2,19500
Apartment,Pretoria,Montana,2,2,1,10500
Apartment,Pretoria,Annlin-Wes,1,1,1,6150
Apartment,Pretoria,Montana,1,1,1,5400
Town-house,Pretoria,"Olympus AH",2,2,2,14000
Apartment,Pretoria,Hatfield,1,2,1,5900
Apartment,Pretoria,"Kameeldrift East",3,2,1,9100
Town-house,Pretoria,Annlin,3,2,4,9000
House,Pretoria,"Waterkloof Ridge",4,3,4,35000
Apartment,Pretoria,Montana,1,1,1,5400
Town-house,Pretoria,"Faerie Glen",3,2,4,15000
Town-house,Pretoria,"La Montagne",2,1,2,11000
Apartment,Pretoria,Rietfontein,1,1,3,5500
House,Pretoria,"Lynnwood Glen",6,6,2,4250
Town-house,Pretoria,Roodeplaat,2,1,1,13500
Apartment,Pretoria,Montana,1,1,1,7200
Apartment,Pretoria,"Pretoria North",1,1,1,3800
Apartment,Pretoria,"Faerie Glen",1,1,4,12500
Apartment,Pretoria,Hillcrest,3,2,6,7200
Apartment,Pretoria,"Roodepark Eco Estate",1,1,1,10000
House,Pretoria,"Silver Lakes",5,5,1,10500
House,Pretoria,"Waterkloof Heights",5,4,2,99000
House,Pretoria,"Waterkloof Ridge",1,1,2,42000
Apartment,Pretoria,Mayville,1,1,1,5500
Apartment,Pretoria,Hatfield,1,1,4,9300
House,Pretoria,"Blyde Riverwalk Estate",1,1,2,10000
Apartment,Pretoria,Rietfontein,4,3,1,6300
Apartment,Pretoria,Roodeplaat,1,1,2,10000
Town-house,Pretoria,Montana,3,2,4,18730
House,Pretoria,"Silver Lakes Golf Estate",3,2,4,29000
Apartment,Pretoria,"Menlo Park",2,3,4,23000
House,Pretoria,"Silver Lakes Golf Estate",3,2,1,29000
Apartment,Pretoria,"Pretoria West",1,1,1,6500
Apartment,Pretoria,"Lynnwood Glen",1,1,10,6900
House,Pretoria,Hatfield,8,7,2,4450
Town-house,Pretoria,"Olympus AH",2,2,2,16000
Town-house,Pretoria,"Olympus AH",2,2,2,16000
Town-house,Pretoria,"Olympus AH",2,2,1,16000
Apartment,Pretoria,Montana,1,1,2,5600
Apartment,Pretoria,Eloffsdal,1,1,1,3940
Town-house,Pretoria,"Lynnwood Glen",3,2,2,22500
Apartment,Pretoria,Silverton,3,1,2,7000
Apartment,Pretoria,Equestria,2,2,5,10500
House,Pretoria,"Waterkloof Ridge",1,1,1,29000
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,2,8500
Town-house,Pretoria,"Lynnwood Glen",2,1,2,8750
Town-house,Pretoria,"Olympus AH",2,2,2,16000
Apartment,Pretoria,Waverley,1,1,2,4000
House,Pretoria,Equestria,4,3,4,23000
Apartment,Pretoria,Hatfield,1,1,1,3800
House,Pretoria,"Lotus Gardens",3,2,2,7000
House,Pretoria,Kirkney,3,2,2,7500
Town-house,Pretoria,Waterkloof,3,4,2,25000
Town-house,Pretoria,"Willow Park Manor",3,2,2,13500
Apartment,Pretoria,"Val De Grace",1,1,3,2550
House,Pretoria,Waverley,4,3,2,20600
Apartment,Pretoria,"Pretoria Central",2,2,1,3203
Apartment,Pretoria,Muckleneuk,3,2,2,35000
Town-house,Pretoria,"Willow Park Manor",1,1,1,13500
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,2,9500
Town-house,Pretoria,"Six Fountains Residential Estate",2,1,3,20000
Apartment,Pretoria,"Mooikloof Ridge",1,1,3,8500
Apartment,Pretoria,Rietfontein,2,2,1,4200
Apartment,Pretoria,Hatfield,3,3,2,10990
Town-house,Pretoria,Andeon,4,2,1,7500
House,Pretoria,"Pretoria West",4,5,4,11500
House,Pretoria,"Waterkloof Heights",2,3,2,60000
Apartment,Pretoria,"Menlo Park",2,2,2,23000
Town-house,Pretoria,"Olympus AH",5,5,4,14000
House,Pretoria,"Elandsfontein AH",3,3,2,15500
House,Pretoria,Boardwalk,3,2,1,23000
Apartment,Pretoria,Annlin,2,1,1,11206
House,Pretoria,Equestria,3,2,4,12000
Town-house,Pretoria,Andeon,3,2,1,8500
House,Pretoria,Roseville,1,1,1,11400
Apartment,Pretoria,"Pretoria West",2,2,4,3500
Town-house,Pretoria,"Silver Lakes Golf Estate",2,1,2,28000
Apartment,Pretoria,Hatfield,4,1,2,7950
Apartment,Pretoria,Arcadia,1,1,2,10000
Apartment,Pretoria,"Pretoria Central",1,1,2,4500
Apartment,Pretoria,"Pretoria Central",1,1,2,5150
Apartment,Pretoria,"Willow Park",2,2,2,11500
Town-house,Pretoria,"Olympus AH",2,2,2,16000
Town-house,Pretoria,"Olympus AH",2,2,2,16000
Town-house,Pretoria,"Olympus AH",2,2,2,16000
Apartment,Pretoria,Mooikloof,2,2,1,9500
Apartment,Pretoria,"Faerie Glen",2,1,1,8950
House,Pretoria,"Die Wilgers",4,3,3,21400
Apartment,Pretoria,Montana,1,1,1,5400
Apartment,Pretoria,"Willow Park Manor",2,2,2,14500
Apartment,Pretoria,Garsfontein,2,1,3,7500
House,Pretoria,"Leeuwfontein Estate",3,2,1,30000
Apartment,Pretoria,Sunnyside,3,1,1,2500
Apartment,Pretoria,"Faerie Glen",2,1,2,8950
Apartment,Pretoria,Equestria,2,2,2,12165
Apartment,Pretoria,Sunnyside,1,1,2,4400
Apartment,Pretoria,"Pretoria Central",1,1,2,4800
Apartment,Pretoria,Sunnyside,1,1,3,5500
Town-house,Pretoria,"Mooikloof Ridge",2,1,1,10500
Apartment,Pretoria,Montana,1,1,1,5500
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,2,15000
Apartment,Pretoria,"Pretoria Central",1,1,2,5600
Apartment,Pretoria,"Pretoria Central",3,1,1,10500
Apartment,Pretoria,Hatfield,1,1,1,6600
Apartment,Pretoria,Muckleneuk,2,1,1,5000
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,2,26000
Apartment,Pretoria,Sunnyside,1,1,1,4883
Apartment,Pretoria,Sunnyside,2,1,1,6500
Apartment,Pretoria,Brooklyn,1,1,1,12075
Apartment,Pretoria,"Waterkloof Marina Retirement Estate",2,1,1,12800
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,10000
Apartment,Pretoria,"Mountain View",2,1,1,7500
Apartment,Pretoria,"Willow Park Manor",1,1,8,10500
Apartment,Pretoria,Brooklyn,1,1,1,5500
Town-house,Pretoria,"Olympus AH",3,2,1,19500
House,Pretoria,"Six Fountains Residential Estate",5,5,1,50000
Town-house,Pretoria,"Olympus AH",3,2,2,19500
Apartment,Pretoria,Montana,3,2,2,10900
House,Pretoria,Waterkloof,4,4,6,60000
Apartment,Pretoria,Rietfontein,1,1,3,3900
House,Pretoria,Mooikloof,5,3,1,37000
House,Pretoria,"Waterkloof Ridge",4,4,1,40000
Apartment,Pretoria,"Montana Tuine",1,1,2,7800
Apartment,Pretoria,"Twee Riviere Lifestyle Estate",2,1,4,7800
Apartment,Pretoria,Brooklyn,2,2,4,12750
House,Pretoria,"Faerie Glen",4,3,4,29000
House,Pretoria,"Faerie Glen",3,3,1,25500
House,Pretoria,"Moreleta Park",3,3,1,25500
Town-house,Pretoria,"Pretoria North",1,1,2,6165
House,Pretoria,Brooklyn,6,4,1,4250
Town-house,Pretoria,Montana,3,3,4,14800
Apartment,Pretoria,Elarduspark,1,1,2,8100
House,Pretoria,"Faerie Glen",3,3,1,25500
Apartment,Pretoria,Brooklyn,2,2,2,13950
House,Pretoria,Brooklyn,9,8,2,3900
Apartment,Pretoria,"La Montagne",2,1,1,9500
Apartment,Pretoria,"La Montagne",2,1,1,9500
House,Pretoria,"Olympus AH",4,4,4,27500
House,Pretoria,"Mahube Valley",2,1,1,5500
Apartment,Pretoria,"Greencreek Lifestyle Estate",2,2,2,8800
Town-house,Pretoria,Rietondale,3,2,2,14000
Apartment,Pretoria,Montana,2,2,2,8600
Apartment,Pretoria,Hatfield,1,1,1,4000
House,Pretoria,Hatfield,1,2,1,4650
Apartment,Pretoria,Annlin,2,1,2,8000
Apartment,Pretoria,Mooikloof,2,2,2,9500
House,Pretoria,Brooklyn,3,3,1,35000
House,Pretoria,Montana,3,2,2,18000
Apartment,Pretoria,"Willow Park Manor",1,1,2,10000
House,Pretoria,"Lynnwood Glen",9,4,1,4300
Apartment,Pretoria,Roodeplaat,2,1,4,7500
Apartment,Pretoria,"Olympus AH",2,1,6,8500
House,Pretoria,Equestria,4,4,2,23250
House,Pretoria,"Silver Lakes",3,2,1,32500
Apartment,Pretoria,"Ashlea Gardens",2,3,2,21500
House,Pretoria,Waverley,3,2,2,17200
Apartment,Pretoria,Brooklyn,12,10,6,5200
Apartment,Pretoria,Arcadia,1,1,1,5200
Apartment,Pretoria,"Moreleta Park",2,2,1,10400
Apartment,Pretoria,Sunnyside,1,1,1,4000
Apartment,Pretoria,Equestria,2,2,2,10500
House,Pretoria,"Silver Lakes Golf Estate",3,2,2,44500
House,Pretoria,Equestria,3,2,2,35000
Apartment,Pretoria,"Olympus AH",2,1,1,8525
Apartment,Pretoria,Elarduspark,2,1,1,9300
House,Pretoria,Waverley,3,2,2,17200
Apartment,Pretoria,"Philip Nel Park",2,1,1,5950
Town-house,Pretoria,"Ashlea Gardens",3,2,4,25000
House,Pretoria,Arcadia,3,3,3,20000
Apartment,Pretoria,Rietfontein,1,1,1,5900
Apartment,Pretoria,Annlin,1,1,1,6150
House,Pretoria,"Mamelodi West",3,1,1,6500
House,Pretoria,"Faerie Glen",3,3,4,24500
Apartment,Pretoria,"Olympus AH",2,2,2,10500
House,Pretoria,"Menlo Park",4,3,4,27000
Apartment,Pretoria,Groenkloof,2,2,1,12000
Apartment,Pretoria,"Wonderboom South",2,2,1,7500
House,Pretoria,Danville,3,2,4,12000
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,9000
House,Pretoria,"Waterkloof Ridge",5,6,4,99000
Apartment,Pretoria,Arcadia,2,2,1,6000
Apartment,Pretoria,Murrayfield,1,1,1,5300
House,Pretoria,Groenkloof,2,1,1,100000
House,Pretoria,Mamelodi,2,1,1,6600
Apartment,Pretoria,Menlyn,2,2,2,10400
Apartment,Pretoria,"Boardwalk Villas",1,1,1,10500
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,2,7500
Apartment,Pretoria,Waterkloof,2,2,1,15990
House,Pretoria,Riviera,1,1,1,10500
Apartment,Pretoria,Gezina,2,2,1,4400
Apartment,Pretoria,Brooklyn,2,2,1,14000
Apartment,Pretoria,Brooklyn,2,2,1,14000
Apartment,Pretoria,Brooklyn,2,2,1,12000
Apartment,Pretoria,Montana,1,1,1,5000
Apartment,Pretoria,Elarduspark,1,1,1,7500
Apartment,Pretoria,Arcadia,1,1,3,5500
House,Pretoria,Doornpoort,5,4,1,22000
Apartment,Pretoria,"Silver Lakes Golf Estate",1,1,2,13000
Apartment,Pretoria,"Mooikloof Equestrian Estate",1,1,2,7500
Town-house,Pretoria,"Waterkloof Glen",2,2,6,11450
Apartment,Pretoria,Queenswood,2,1,2,9000
House,Pretoria,"Waterkloof Ridge",3,3,3,26999
Apartment,Pretoria,Hatfield,2,1,1,9500
Town-house,Pretoria,Daspoort,2,1,3,6100
Apartment,Pretoria,Wapadrand,3,2,3,12250
Town-house,Pretoria,Roodeplaat,3,3,4,13500
House,Pretoria,"Menlo Park",3,3,2,34000
House,Pretoria,"Constantia Park",3,2,2,22000
Town-house,Pretoria,"Pretoria North",4,2,1,16500
House,Pretoria,"Savannah Country Estate",4,3,2,24000
Town-house,Pretoria,"Montana Park",2,1,2,7900
Town-house,Pretoria,"Boardwalk Meander",2,2,3,17750
Apartment,Pretoria,Hatfield,3,1,1,4500
House,Pretoria,"Silver Lakes",1,1,1,5500
House,Pretoria,Brooklyn,4,4,4,40000
Apartment,Pretoria,"Menlo Park",2,2,2,16000
House,Pretoria,"Pebble Rock Golf Village",4,4,2,27500
Town-house,Pretoria,Erasmuskloof,3,2,1,15000
Apartment,Pretoria,Waverley,1,1,1,4750
Apartment,Pretoria,Mayville,1,1,1,3840
Apartment,Pretoria,"Olympus AH",2,1,2,8800
Town-house,Pretoria,"Montana Park",2,2,2,8900
Town-house,Pretoria,"Mountain View",3,2,2,10630
Town-house,Pretoria,"Olympus AH",2,2,1,14000
Apartment,Pretoria,"Mooiplaats AH",1,1,2,4300
House,Pretoria,Equestria,3,2,1,21500
Town-house,Pretoria,"Ashlea Gardens",2,2,2,27500
Town-house,Pretoria,"Olympus AH",2,2,1,14000
House,Pretoria,"Willow Acres",1,1,6,8500
Apartment,Pretoria,Mayville,1,1,1,3940
Apartment,Pretoria,"Roodepark Eco Estate",3,1,2,8900
House,Pretoria,"Mountain View",3,1,1,8000
House,Pretoria,Elarduspark,1,1,1,13200
Apartment,Pretoria,"Lisdogan Park",1,1,2,6995
Apartment,Pretoria,"Wonderboom South",2,2,4,4800
Town-house,Pretoria,Wapadrand,4,4,1,9950
House,Pretoria,"Baileys Muckleneuk",1,1,2,24500
House,Pretoria,"Capital Park",2,2,2,4200
Apartment,Pretoria,"Olympus AH",2,2,2,10000
Apartment,Pretoria,"Menlo Park",3,1,1,16000
House,Pretoria,Gezina,1,1,2,11350
Apartment,Pretoria,Claremont,2,2,2,3800
Town-house,Pretoria,Wapadrand,3,3,2,9950
Town-house,Pretoria,"Olympus AH",3,2,1,18500
Apartment,Pretoria,Hatfield,2,2,2,3750
House,Pretoria,"Lynnwood Glen",2,1,1,15000
Apartment,Pretoria,"Menlo Park",2,1,2,15900
Town-house,Pretoria,"Moreleta Park",1,2,2,8500
Apartment,Pretoria,Mooikloof,3,2,2,16000
Town-house,Pretoria,Sinoville,3,2,2,11500
Town-house,Pretoria,"Olympus AH",4,4,4,27500
Apartment,Pretoria,Hatfield,2,1,2,7900
Town-house,Pretoria,Sinoville,3,2,2,11500
Apartment,Pretoria,Equestria,2,1,2,16000
Apartment,Pretoria,"Monument Park",1,1,1,7100
Apartment,Pretoria,Hatfield,1,1,2,4200
House,Pretoria,Equestria,3,2,1,17000
House,Pretoria,Kwaggasrand,3,1,1,8000
House,Pretoria,"Lynnwood Glen",1,1,7,5800
House,Pretoria,"Waterkloof Ridge",4,3,2,35000
Town-house,Pretoria,"Pretoria North",3,3,2,6800
House,Pretoria,Erasmuskloof,4,3,1,55000
Apartment,Pretoria,Montana,2,1,1,8400
Town-house,Pretoria,Mooikloof,2,2,1,9400
Town-house,Pretoria,Hatfield,1,1,3,6880
Apartment,Pretoria,Gezina,2,1,2,6000
House,Pretoria,Eersterust,5,3,2,13380
House,Pretoria,Villieria,2,2,2,12950
House,Pretoria,Elandspoort,1,1,2,3300
Town-house,Pretoria,"Olympus AH",2,2,1,14000
Apartment,Pretoria,Muckleneuk,1,1,1,8500
Apartment,Pretoria,Hazeldean,2,1,2,9250
Apartment,Pretoria,Annlin,2,1,1,7400
Apartment,Pretoria,Arcadia,1,1,5,4900
House,Pretoria,Murrayfield,7,8,2,40000
Apartment,Pretoria,Eastwood,2,2,1,16500
Apartment,Pretoria,"Alphen Park",1,1,1,7000
Apartment,Pretoria,Booysens,2,1,1,7000
Apartment,Pretoria,Arcadia,3,1,3,7580
House,Pretoria,"The Hills Game Reserve Estate",5,3,3,36500
House,Pretoria,"The Hills Game Reserve Estate",5,3,1,36500
Apartment,Pretoria,Montana,1,1,2,5400
Town-house,Pretoria,Waterkloof,3,2,8,17500
House,Pretoria,"Waterkloof Ridge",6,7,1,65000
Apartment,Pretoria,"Lynnwood Ridge",2,1,1,10900
Apartment,Pretoria,Booysens,2,1,1,7000
Apartment,Pretoria,"Capital Park",2,1,1,5650
Town-house,Pretoria,"Olympus AH",2,2,2,16000
Town-house,Pretoria,"Olympus AH",2,2,2,16000
House,Pretoria,Arcadia,8,3,7,5900
Town-house,Pretoria,Colbyn,2,2,2,12500
Apartment,Pretoria,"Mooikloof Glen",3,2,2,11500
House,Pretoria,"Grootfontein Country Estates",7,5,6,30000
Apartment,Pretoria,"Monument Park",2,1,1,6550
House,Pretoria,"Willow Acres",4,4,3,25000
House,Pretoria,"Silver Lakes Golf Estate",3,3,2,38000
Town-house,Pretoria,Montana,2,2,2,12000
Town-house,Pretoria,"Silver Lakes",3,2,2,9850
Apartment,Pretoria,"Pretoria Central",1,1,6,4000
House,Pretoria,"The Wilds",4,5,2,49900
Apartment,Pretoria,Annlin,3,2,1,9300
Apartment,Pretoria,"Wonderboom South",1,1,4,5150
House,Pretoria,Waterkloof,3,2,4,35000
House,Pretoria,Waterkloof,3,2,5,35000
House,Pretoria,Muckleneuk,6,5,2,49999
