Property_type,Property_city,Property_location,Bedrooms,Bathrooms,Parking_space,property_price_(per_month)
Apartment,Pretoria,Hatfield,2,1,1,10950
Apartment,Pretoria,Hatfield,2,3,1,8000
Apartment,Pretoria,"Menlo Park",2,1,2,14995
Apartment,Pretoria,Hatfield,2,1,2,9000
Apartment,Pretoria,Brooklyn,2,2,2,13000
Apartment,Pretoria,"Pretoria Central",1,1,2,5500
Apartment,Pretoria,Hatfield,2,1,2,9000
Apartment,Pretoria,"Nieuw Muckleneuk",1,1,2,17000
Apartment,Pretoria,Brooklyn,1,1,1,12500
Apartment,Pretoria,Hatfield,3,1,2,3700
Apartment,Pretoria,Montana,2,1,1,12500
Apartment,Pretoria,Arcadia,2,1,3,6000
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,11000
Apartment,Pretoria,Sunnyside,1,1,2,2300
Apartment,Pretoria,Montana,2,1,1,12500
Apartment,Pretoria,"Nieuw Muckleneuk",1,3,2,13500
Apartment,Pretoria,Brooklyn,2,2,1,12000
Apartment,Pretoria,Hatfield,1,1,2,6800
Apartment,Pretoria,"Olympus AH",2,1,2,9900
Apartment,Pretoria,"Pretoria Central",1,1,1,4350
Apartment,Pretoria,Arcadia,1,1,3,3300
Apartment,Pretoria,Brooklyn,2,2,1,18000
Apartment,Pretoria,Hatfield,1,1,1,8000
Apartment,Pretoria,Lynnwood,2,2,1,15000
Apartment,Pretoria,Hatfield,1,1,1,4500
Apartment,Pretoria,"Pretoria Central",1,1,1,4570
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,1,12000
Apartment,Pretoria,Sunnyside,6,1,1,4500
Apartment,Pretoria,Lynnwood,2,1,1,6000
Apartment,Pretoria,Hazeldean,2,2,1,8800
Apartment,Pretoria,Hazeldean,2,2,4,8800
Apartment,Pretoria,"Blyde Riverwalk Estate",1,2,1,12000
Apartment,Pretoria,Sunnyside,3,1,1,3800
Apartment,Pretoria,Hatfield,1,1,1,6400
Apartment,Pretoria,Waterkloof,3,2,2,30000
Apartment,Pretoria,Montana,2,2,3,10200
Apartment,Pretoria,Waterkloof,3,2,2,23500
Apartment,Pretoria,"Silver Lakes Golf Estate",2,2,1,23000
Apartment,Pretoria,"Nieuw Muckleneuk",1,1,2,13800
Apartment,Pretoria,Brooklyn,2,2,1,11000
Apartment,Pretoria,Hatfield,1,1,1,9300
Apartment,Pretoria,Brooklyn,2,2,1,19500
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,1,18000
Apartment,Pretoria,Hazeldean,3,2,3,9500
Apartment,Pretoria,Hazeldean,3,2,2,9500
Apartment,Pretoria,Brooklyn,2,2,1,19500
Apartment,Pretoria,Sunnyside,2,2,2,4980
Apartment,Pretoria,Hazeldean,3,2,2,9500
Apartment,Pretoria,"Pretoria Central",4,4,3,4160
Apartment,Pretoria,Montana,3,3,4,8250
Apartment,Pretoria,Hatfield,2,2,1,4200
Apartment,Pretoria,Hazeldean,1,1,1,9500
Apartment,Pretoria,Hatfield,2,1,1,4200
Apartment,Pretoria,Menlyn,3,2,1,28000
Apartment,Pretoria,Sunnyside,1,1,1,3300
Apartment,Pretoria,"Pretoria Central",2,1,1,3070
Apartment,Pretoria,Mooikloof,2,2,2,10000
Apartment,Pretoria,Hatfield,2,1,4,8000
Apartment,Pretoria,Hatfield,5,2,1,10500
Apartment,Pretoria,Brooklyn,3,1,2,12500
Apartment,Pretoria,"Nieuw Muckleneuk",5,4,3,4500
Apartment,Pretoria,Sinoville,2,1,1,8500
Apartment,Pretoria,Sunnyside,2,2,1,4400
Apartment,Pretoria,"Silver Lakes Golf Estate",3,2,2,24000
Apartment,Pretoria,Mooikloof,1,4,1,11500
Apartment,Pretoria,Hatfield,2,1,1,3950
Apartment,Pretoria,Hatfield,2,2,1,9000
Apartment,Pretoria,Hatfield,2,1,3,9700
Apartment,Pretoria,Waterkloof,1,1,2,30000
Apartment,Pretoria,"Silver Lakes Golf Estate",2,1,2,18500
Apartment,Pretoria,"Menlo Park",2,3,2,15000
Apartment,Pretoria,Menlyn,2,2,2,45000
Apartment,Pretoria,Lynnwood,2,2,1,14000
Apartment,Pretoria,Sunnyside,1,1,1,4560
Apartment,Pretoria,"Pretoria North",2,1,3,5700
Apartment,Pretoria,Hatfield,1,1,2,4100
Apartment,Pretoria,Hatfield,1,1,1,4100
Apartment,Pretoria,"Silver Lakes Golf Estate",1,1,1,12000
Apartment,Pretoria,Arcadia,2,1,2,6300
Apartment,Pretoria,"Willow Park Manor",2,2,1,10500
Apartment,Pretoria,Brooklyn,1,1,2,4950
Apartment,Pretoria,"Menlo Park",3,3,2,18995
Apartment,Pretoria,Arcadia,2,1,1,6300
Apartment,Pretoria,Hatfield,3,1,1,3950
Apartment,Pretoria,Hatfield,1,1,1,4400
Apartment,Pretoria,Waterkloof,1,1,1,10990
Apartment,Pretoria,"Faerie Glen",2,2,1,10500
Apartment,Pretoria,"Willow Park Manor",2,2,1,10500
Apartment,Pretoria,Waverley,2,1,1,7300
Apartment,Pretoria,"Faerie Glen",3,2,2,10500
Apartment,Pretoria,Lynnwood,1,2,1,15500
Apartment,Pretoria,Arcadia,1,1,1,4882
Apartment,Pretoria,"Pretoria Central",2,1,1,4453
Apartment,Pretoria,Hatfield,2,2,2,9250
Apartment,Pretoria,Mooikloof,1,2,1,11500
Apartment,Pretoria,Brooklyn,1,2,1,13000
Apartment,Pretoria,"Menlo Park",3,1,1,8050
Apartment,Pretoria,Sinoville,2,1,1,8500
Apartment,Pretoria,Waterkloof,1,1,1,15000
Apartment,Pretoria,"Philip Nel Park",1,1,1,4250
Apartment,Pretoria,Annlin,1,1,2,6150
Apartment,Pretoria,Waterkloof,1,1,2,10990
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,1,12500
Apartment,Pretoria,Hatfield,1,1,2,5500
Apartment,Pretoria,Waterkloof,2,2,3,13800
Apartment,Pretoria,Brooklyn,3,2,2,9200
Apartment,Pretoria,Sinoville,2,2,1,10400
Apartment,Pretoria,Brooklyn,2,2,1,12000
Apartment,Pretoria,Annlin,2,1,1,6100
Apartment,Pretoria,Brooklyn,1,1,1,10000
Apartment,Pretoria,"Silver Lakes Golf Estate",4,3,2,28000
Apartment,Pretoria,Brooklyn,2,2,1,12000
Apartment,Pretoria,Brooklyn,2,2,4,15000
Apartment,Pretoria,Waterkloof,1,1,2,9990
Apartment,Pretoria,Waverley,2,1,2,6500
Apartment,Pretoria,Waterkloof,1,1,1,10990
Apartment,Pretoria,"Pretoria North",2,2,1,6000
Apartment,Pretoria,Hatfield,2,2,2,10750
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,1,20000
Apartment,Pretoria,Hillcrest,1,1,1,8000
Apartment,Pretoria,"Menlo Park",2,2,1,7750
Apartment,Pretoria,Hatfield,1,1,1,4830
Apartment,Pretoria,"Silver Lakes Golf Estate",1,1,1,10500
Apartment,Pretoria,Arcadia,2,1,1,6200
Apartment,Pretoria,Hatfield,2,1,2,9100
Apartment,Pretoria,"Willow Park Manor",1,1,1,8100
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,13300
Apartment,Pretoria,Sunnyside,1,1,1,2700
Apartment,Pretoria,"Pretoria Central",1,1,2,4100
Apartment,Pretoria,"Menlo Park",3,2,1,7750
Apartment,Pretoria,Sinoville,1,1,1,5800
Apartment,Pretoria,"Menlo Park",2,2,1,7750
Apartment,Pretoria,"Pretoria Central",1,1,1,4550
Apartment,Pretoria,Arcadia,1,1,1,4850
Apartment,Pretoria,"Willow Park Manor",2,1,4,9600
Apartment,Pretoria,Sinoville,2,2,4,10400
Apartment,Pretoria,Waterkloof,2,2,2,13000
Apartment,Pretoria,Hazeldean,2,2,1,8800
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8350
Apartment,Pretoria,Hatfield,1,1,1,7700
Apartment,Pretoria,Waverley,2,1,4,11000
Apartment,Pretoria,Mooikloof,2,2,1,9500
Apartment,Pretoria,Hazeldean,2,2,1,8800
Apartment,Pretoria,Hatfield,1,2,1,13000
Apartment,Pretoria,"Blyde Riverwalk Estate",1,2,3,23500
Apartment,Pretoria,Hatfield,1,1,1,6500
Apartment,Pretoria,Lynnwood,2,1,1,10130
Apartment,Pretoria,Sunnyside,1,1,2,4700
Apartment,Pretoria,Hatfield,3,2,2,3500
Apartment,Pretoria,Menlyn,3,1,1,20000
Apartment,Pretoria,Hatfield,2,1,1,9500
Apartment,Pretoria,Brooklyn,1,2,2,14000
Apartment,Pretoria,Sinoville,2,2,2,10600
Apartment,Pretoria,Hatfield,2,2,1,10000
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,2,17000
Apartment,Pretoria,Waterkloof,3,2,2,23000
Apartment,Pretoria,"Menlo Park",2,2,1,14000
Apartment,Pretoria,Hatfield,2,1,2,10500
Apartment,Pretoria,"Pretoria Central",2,3,2,6800
Apartment,Pretoria,Montana,3,1,2,8900
Apartment,Pretoria,Hillcrest,1,1,1,6400
Apartment,Pretoria,Sinoville,2,2,1,10200
Apartment,Pretoria,Brooklyn,1,1,1,15800
Apartment,Pretoria,"Pretoria Central",1,1,2,5600
Apartment,Pretoria,"Pretoria North",2,1,2,4700
Apartment,Pretoria,Hazeldean,2,2,1,8800
Apartment,Pretoria,"Pretoria North",2,1,1,6000
Apartment,Pretoria,"Menlo Park",1,1,1,4900
Apartment,Pretoria,Sunnyside,2,1,4,4500
Apartment,Pretoria,Hatfield,6,1,3,11800
Apartment,Pretoria,"Philip Nel Park",2,1,2,3500
Apartment,Pretoria,"Pretoria Central",3,1,1,3472
Apartment,Pretoria,Hatfield,2,2,1,11500
Apartment,Pretoria,Hatfield,2,2,2,3950
Apartment,Pretoria,Mooikloof,4,2,1,7500
Apartment,Pretoria,Hatfield,2,2,1,3950
Apartment,Pretoria,"Nieuw Muckleneuk",4,3,1,24000
Apartment,Pretoria,Sinoville,2,1,2,9500
Apartment,Pretoria,Sinoville,2,1,2,9500
Apartment,Pretoria,Sinoville,2,1,4,8500
Apartment,Pretoria,"Menlo Park",2,2,2,12700
Apartment,Pretoria,"Menlo Park",2,2,2,18000
Apartment,Pretoria,Hatfield,2,1,2,10500
Apartment,Pretoria,Hatfield,2,1,1,11000
Apartment,Pretoria,Menlyn,1,1,1,27000
Apartment,Pretoria,Equestria,3,4,4,9300
Apartment,Pretoria,Lynnwood,2,1,1,8750
Apartment,Pretoria,Hatfield,2,2,1,10000
Apartment,Pretoria,Brooklyn,1,1,1,12750
Apartment,Pretoria,Brooklyn,1,1,2,12900
Apartment,Pretoria,Hatfield,1,1,2,7200
Apartment,Pretoria,Waterkloof,1,1,1,11300
Apartment,Pretoria,"Menlo Park",3,3,2,25500
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,10500
Apartment,Pretoria,"Silver Lakes Golf Estate",2,2,2,22000
Apartment,Pretoria,Sinoville,3,3,1,10400
Apartment,Pretoria,Sunnyside,1,1,2,5000
Apartment,Pretoria,"Menlo Park",2,2,2,16900
Apartment,Pretoria,"Menlo Park",2,2,2,15500
Apartment,Pretoria,Hatfield,1,1,1,4127
Apartment,Pretoria,Brooklyn,1,1,1,6750
Apartment,Pretoria,Brooklyn,1,1,1,5800
Apartment,Pretoria,Waterkloof,1,1,2,8990
Apartment,Pretoria,"Pretoria Central",2,1,4,7000
Apartment,Pretoria,"Willow Park Manor",1,1,4,9500
Apartment,Pretoria,"Menlo Park",1,1,1,9500
Apartment,Pretoria,Mooikloof,2,2,4,12000
Apartment,Pretoria,Hatfield,2,1,2,6000
Apartment,Pretoria,Sunnyside,3,3,2,2495
Apartment,Pretoria,Hillcrest,2,2,1,7000
Apartment,Pretoria,Sunnyside,2,1,1,4530
Apartment,Pretoria,Arcadia,3,4,4,15000
Apartment,Pretoria,Hatfield,2,2,2,8900
Apartment,Pretoria,Waterkloof,4,4,3,20000
Apartment,Pretoria,"Menlo Park",3,2,2,15900
Apartment,Pretoria,Hillcrest,2,1,1,8000
Apartment,Pretoria,Arcadia,3,1,1,7580
Apartment,Pretoria,"Nieuw Muckleneuk",2,2,2,15500
Apartment,Pretoria,Lynnwood,1,1,1,5500
Apartment,Pretoria,Menlyn,1,1,1,16500
Apartment,Pretoria,Brooklyn,2,2,1,23000
Apartment,Pretoria,"Pretoria North",2,1,2,5790
Apartment,Pretoria,"Pretoria North",2,1,1,5790
Apartment,Pretoria,Brooklyn,2,2,1,12000
Apartment,Pretoria,Brooklyn,2,2,1,14000
Apartment,Pretoria,Hazeldean,2,2,2,9750
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,13500
Apartment,Pretoria,Waverley,2,1,2,9500
Apartment,Pretoria,"Nieuw Muckleneuk",2,2,2,15500
Apartment,Pretoria,Menlyn,2,2,1,45000
Apartment,Pretoria,Brooklyn,1,1,3,11800
Apartment,Pretoria,Brooklyn,2,2,1,12000
Apartment,Pretoria,Menlyn,1,1,1,23000
Apartment,Pretoria,Hatfield,1,1,1,5420
Apartment,Pretoria,Menlyn,1,1,2,23000
Apartment,Pretoria,Hatfield,2,1,1,7900
Apartment,Pretoria,Hatfield,1,1,1,6600
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,2,24000
Apartment,Pretoria,"Philip Nel Park",2,1,1,6760
Apartment,Pretoria,Waverley,2,1,2,9750
Apartment,Pretoria,"Menlo Park",2,2,1,18000
Apartment,Pretoria,Hatfield,1,1,1,9500
Apartment,Pretoria,Arcadia,3,1,2,7100
Apartment,Pretoria,Hatfield,1,1,2,6400
Apartment,Pretoria,Hatfield,2,1,1,7500
Apartment,Pretoria,Hatfield,2,2,2,10000
Apartment,Pretoria,Arcadia,2,1,1,6800
Apartment,Pretoria,Menlyn,2,1,1,26000
Apartment,Pretoria,Sunnyside,1,1,1,4932
Apartment,Pretoria,Brooklyn,2,1,1,11500
Apartment,Pretoria,"Pretoria North",2,2,1,3860
Apartment,Pretoria,"Nieuw Muckleneuk",1,1,1,15900
Apartment,Pretoria,Waterkloof,3,3,3,22000
Apartment,Pretoria,"Olympus AH",2,1,2,9500
Apartment,Pretoria,"Menlo Park",2,3,1,23000
Apartment,Pretoria,"Faerie Glen",2,1,1,8600
Apartment,Pretoria,Brooklyn,2,2,2,14000
Apartment,Pretoria,Sunnyside,1,1,2,3950
Apartment,Pretoria,Arcadia,2,1,2,21000
Apartment,Pretoria,"Waterkloof Ridge",3,3,2,13000
Apartment,Pretoria,Menlyn,1,1,1,23000
Apartment,Pretoria,Brooklyn,2,1,2,14999
Apartment,Pretoria,"Menlo Park",4,3,2,21500
Apartment,Pretoria,"Philip Nel Park",4,1,3,3500
Apartment,Pretoria,"Menlo Park",2,6,1,21500
Apartment,Pretoria,Menlyn,2,2,1,23000
Apartment,Pretoria,Lynnwood,2,2,1,7500
Apartment,Pretoria,Lynnwood,2,3,2,9500
Apartment,Pretoria,"Menlo Park",2,1,1,23000
Apartment,Pretoria,Lynnwood,2,1,1,8000
Apartment,Pretoria,"Pretoria North",2,2,2,6800
Apartment,Pretoria,Menlyn,4,4,2,16000
Apartment,Pretoria,Lynnwood,3,2,2,8500
Apartment,Pretoria,"Nieuw Muckleneuk",2,3,2,28500
Apartment,Pretoria,"Menlo Park",1,1,1,11900
Apartment,Pretoria,Equestria,2,2,2,10300
Apartment,Pretoria,Hatfield,3,2,3,25500
Apartment,Pretoria,"Menlo Park",1,1,2,10000
Apartment,Pretoria,Sinoville,2,1,1,8500
Apartment,Pretoria,Lynnwood,1,1,2,9500
Apartment,Pretoria,Sunnyside,2,1,1,5770
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,2,20000
Apartment,Pretoria,Arcadia,1,1,4,6450
Apartment,Pretoria,Arcadia,2,1,1,6390
Apartment,Pretoria,Waterkloof,1,1,2,11300
Apartment,Pretoria,"Waterkloof Ridge",2,1,1,11500
Apartment,Pretoria,"Menlo Park",2,2,2,22000
Apartment,Pretoria,"Menlo Park",2,2,3,14000
Apartment,Pretoria,Hatfield,2,1,1,4200
Apartment,Pretoria,Sinoville,2,1,1,7500
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,3,23000
Apartment,Pretoria,Hatfield,2,2,2,17500
Apartment,Pretoria,Brooklyn,2,2,3,13800
Apartment,Pretoria,Waterkloof,2,2,3,13500
Apartment,Pretoria,Brooklyn,2,2,1,14000
Apartment,Pretoria,Hatfield,1,1,1,13000
Apartment,Pretoria,Menlyn,1,1,1,25500
Apartment,Pretoria,"Menlo Park",2,2,2,14500
Apartment,Pretoria,Sunnyside,1,1,1,4000
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,2,12000
Apartment,Pretoria,Annlin,2,1,2,7400
Apartment,Pretoria,Sunnyside,4,2,3,3200
Apartment,Pretoria,Waterkloof,2,2,4,20000
Apartment,Pretoria,"Pretoria Central",1,1,3,4520
Apartment,Pretoria,Brooklyn,2,2,1,12500
Apartment,Pretoria,Brooklyn,2,2,2,15000
Apartment,Pretoria,"Faerie Glen",2,2,1,8800
Apartment,Pretoria,Hatfield,3,1,1,17500
Apartment,Pretoria,Hatfield,2,1,1,16500
Apartment,Pretoria,Hillcrest,2,2,1,5950
Apartment,Pretoria,"Nieuw Muckleneuk",1,1,2,12000
Apartment,Pretoria,Brooklyn,2,2,2,15500
Apartment,Pretoria,Arcadia,1,1,1,4850
Apartment,Pretoria,Sunnyside,3,2,1,6790
Apartment,Pretoria,Sunnyside,1,1,1,3800
Apartment,Pretoria,Hatfield,1,1,2,8500
Apartment,Pretoria,Menlyn,1,1,4,23000
Apartment,Pretoria,Brooklyn,3,3,1,42000
Apartment,Pretoria,"Menlo Park",2,2,4,16500
Apartment,Pretoria,Sinoville,2,1,2,8500
Apartment,Pretoria,Sinoville,2,1,2,7500
Apartment,Pretoria,Menlyn,1,1,1,30000
Apartment,Pretoria,Hatfield,1,1,1,8250
Apartment,Pretoria,Menlyn,2,2,2,29500
Apartment,Pretoria,Brooklyn,2,2,1,12000
Apartment,Pretoria,Brooklyn,2,2,2,10500
Apartment,Pretoria,Sunnyside,1,2,1,1950
Apartment,Pretoria,Hazeldean,2,2,1,8800
Apartment,Pretoria,"Silver Lakes Golf Estate",2,4,1,22000
Apartment,Pretoria,Brooklyn,3,1,2,52000
Apartment,Pretoria,Menlyn,1,4,3,23000
Apartment,Pretoria,"Menlo Park",1,1,2,11900
Apartment,Pretoria,"Nieuw Muckleneuk",1,1,1,17000
Apartment,Pretoria,"Pretoria Central",1,2,2,4000
Apartment,Pretoria,Hazeldean,3,2,2,9500
Apartment,Pretoria,"Menlo Park",1,1,2,2825
Apartment,Pretoria,Arcadia,1,1,1,4120
Apartment,Pretoria,"Faerie Glen",2,1,2,12000
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,1,23000
Apartment,Pretoria,Hatfield,1,1,3,6680
Apartment,Pretoria,"Silver Lakes Golf Estate",1,1,1,16500
Apartment,Pretoria,Hatfield,1,1,1,6680
Apartment,Pretoria,Arcadia,1,1,1,4221
Apartment,Pretoria,Arcadia,1,1,1,5200
Apartment,Pretoria,Hatfield,3,3,1,4300
Apartment,Pretoria,"Pretoria North",2,1,2,5000
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,2,22000
Apartment,Pretoria,Sunnyside,1,1,1,2000
Apartment,Pretoria,"Willow Park Manor",1,1,1,8000
Apartment,Pretoria,"Pretoria North",2,1,1,7600
Apartment,Pretoria,Arcadia,1,1,1,4900
Apartment,Pretoria,Hatfield,1,1,2,8500
Apartment,Pretoria,Sunnyside,2,2,2,11500
Apartment,Pretoria,"Pretoria North",2,1,2,7600
Apartment,Pretoria,"Pretoria Central",1,1,1,5050
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,1,18500
Apartment,Pretoria,Hatfield,1,1,1,4000
Apartment,Pretoria,"Pretoria Central",2,2,1,2999
Apartment,Pretoria,Waverley,2,3,2,6901
Apartment,Pretoria,"Menlo Park",3,2,1,16000
Apartment,Pretoria,"Nieuw Muckleneuk",3,2,1,22000
Apartment,Pretoria,Menlyn,2,2,3,45000
Apartment,Pretoria,Hatfield,2,2,4,8000
Apartment,Pretoria,Lynnwood,3,3,1,25500
Apartment,Pretoria,Menlyn,1,1,1,15000
Apartment,Pretoria,Waterkloof,1,1,1,10000
Apartment,Pretoria,"Faerie Glen",1,1,1,10000
Apartment,Pretoria,Hazeldean,1,1,1,7450
Apartment,Pretoria,"Faerie Glen",1,1,1,10000
Apartment,Pretoria,Menlyn,2,1,1,15500
Apartment,Pretoria,Menlyn,1,1,1,23000
Apartment,Pretoria,"Nieuw Muckleneuk",2,3,3,20500
Apartment,Pretoria,Brooklyn,1,2,2,14000
Apartment,Pretoria,"Menlo Park",4,1,1,11900
Apartment,Pretoria,"Silver Lakes Golf Estate",3,2,1,24000
Apartment,Pretoria,Hillcrest,2,1,1,9900
Apartment,Pretoria,Arcadia,2,1,2,16000
Apartment,Pretoria,"Menlo Park",2,2,4,25500
Apartment,Pretoria,Brooklyn,2,1,1,13800
Apartment,Pretoria,"Menlo Park",1,1,1,16500
Apartment,Pretoria,Menlyn,1,1,2,21000
Apartment,Pretoria,Brooklyn,2,2,2,13500
Apartment,Pretoria,"Pretoria Central",1,1,1,7490
Apartment,Pretoria,"Menlo Park",1,1,2,9500
Apartment,Pretoria,Hatfield,1,1,2,6500
Apartment,Pretoria,"Silver Lakes Golf Estate",2,2,1,23000
Apartment,Pretoria,Brooklyn,2,1,2,13800
Apartment,Pretoria,Sinoville,1,1,1,6400
Apartment,Pretoria,"Silver Lakes Golf Estate",2,2,1,22000
Apartment,Pretoria,"Silver Lakes Golf Estate",2,2,1,23000
Apartment,Pretoria,Brooklyn,2,1,1,13800
Apartment,Pretoria,"Silver Lakes Golf Estate",1,1,2,12000
Apartment,Pretoria,Brooklyn,2,1,2,13800
Apartment,Pretoria,Brooklyn,2,2,2,12750
Apartment,Pretoria,"Nieuw Muckleneuk",3,2,1,22000
Apartment,Pretoria,Arcadia,1,1,1,4160
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,13000
Apartment,Pretoria,Waverley,2,2,3,6901
Apartment,Pretoria,"Silver Lakes Golf Estate",1,1,1,13000
Apartment,Pretoria,Menlyn,4,4,4,16000
Apartment,Pretoria,"Nieuw Muckleneuk",1,1,1,13800
Apartment,Pretoria,Sinoville,2,1,1,7400
Apartment,Pretoria,"Pretoria Central",1,1,1,6520
Apartment,Pretoria,"Nieuw Muckleneuk",1,1,1,13800
Apartment,Pretoria,Sunnyside,2,1,1,4120
Apartment,Pretoria,"Olympus AH",2,1,3,7500
Apartment,Pretoria,Equestria,2,2,1,10000
Apartment,Pretoria,"Pretoria Central",2,1,4,7000
Apartment,Pretoria,Hatfield,1,1,3,5400
Apartment,Pretoria,Menlyn,3,3,1,16000
Apartment,Pretoria,"Nieuw Muckleneuk",1,1,1,13500
Apartment,Pretoria,"Silver Lakes Golf Estate",1,1,1,18000
Apartment,Pretoria,"Silver Lakes Golf Estate",2,2,1,23000
Apartment,Pretoria,Sunnyside,1,1,2,4420
Apartment,Pretoria,Sunnyside,1,1,1,2950
Apartment,Pretoria,Sunnyside,1,1,1,2950
Apartment,Pretoria,Lynnwood,2,1,1,5990
Apartment,Pretoria,Hatfield,2,2,1,13000
Apartment,Pretoria,"Pretoria Central",1,1,1,7000
Apartment,Pretoria,Montana,1,1,1,8500
Apartment,Pretoria,Sunnyside,1,1,2,4280
Apartment,Pretoria,Brooklyn,2,1,1,8800
Apartment,Pretoria,Hatfield,1,1,1,6200
Apartment,Pretoria,Menlyn,2,1,1,25000
Apartment,Pretoria,Brooklyn,1,1,1,10500
Apartment,Pretoria,Sunnyside,2,1,1,2160
Apartment,Pretoria,Menlyn,3,1,1,25000
Apartment,Pretoria,Waterkloof,1,1,1,28990
Apartment,Pretoria,"Pretoria Central",1,1,1,2500
Apartment,Pretoria,Sinoville,1,1,1,6000
Apartment,Pretoria,"Pretoria Central",2,1,1,4390
Apartment,Pretoria,Arcadia,1,2,1,6290
Apartment,Pretoria,Hatfield,1,1,1,5500
Apartment,Pretoria,Arcadia,1,1,1,2950
Apartment,Pretoria,Arcadia,2,1,1,2950
Apartment,Pretoria,Arcadia,2,1,1,6390
Apartment,Pretoria,"Waterkloof Ridge",1,1,1,9200
Apartment,Pretoria,Waterkloof,2,1,1,10500
Apartment,Pretoria,Waterkloof,3,1,2,9200
Apartment,Pretoria,"Waterkloof Ridge",3,2,1,10500
Apartment,Pretoria,Sinoville,2,1,1,7650
Apartment,Pretoria,"Pretoria North",3,2,2,10900
Apartment,Pretoria,Waterkloof,1,1,1,8200
Apartment,Pretoria,"Faerie Glen",1,2,1,8100
Apartment,Pretoria,Equestria,3,2,2,13500
Apartment,Pretoria,"Faerie Glen",2,1,1,9400
Apartment,Pretoria,"Pretoria North",2,1,1,7550
Apartment,Pretoria,Montana,2,1,1,7750
Apartment,Pretoria,"Faerie Glen",2,2,1,9000
Apartment,Pretoria,Montana,2,2,1,8900
Apartment,Pretoria,Equestria,3,2,2,13500
Apartment,Pretoria,"Menlo Park",1,1,1,8200
Apartment,Pretoria,Arcadia,2,1,3,7350
Apartment,Pretoria,Brooklyn,1,1,1,8200
